Protein_ID	COG_category
evm.model.Ap6.1191	Q
evm.model.Ap6.627	T
evm.model.Ap6.626	T
evm.model.Ap6.3155_evm.model.Ap6.3156.3.5f169177	E
evm.model.Ap6.3155_evm.model.Ap6.3156.1.5f169177	E
evm.model.Ap6.3155_evm.model.Ap6.3156.2.5f169177	E
evm.model.Ap6.3155_evm.model.Ap6.3156	E
evm.model.Ap6.2523	O
evm.model.Ap6.2521	J
evm.model.Ap6.2520	TU
evm.model.Ap6.2526	-
evm.model.Ap6.2649	EPT
evm.model.Ap6.2640	W
evm.model.Ap6.3069	H
evm.model.Ap6.3064.1.5f15e26d	J
evm.model.Ap6.3064	J
evm.model.Ap6.3067	O
evm.model.Ap6.3061	T
evm.model.Ap6.3063	K
evm.model.Ap6.1687	G
evm.model.Ap6.1686	T
evm.model.Ap6.1685	E
evm.model.Ap6.1684	T
evm.model.Ap6.1681	S
evm.model.Ap6.1680	P
evm.model.Ap6.1357	P
evm.model.Ap6.1358	P
evm.model.Ap6.2484	A
evm.model.Ap6.2480	J
evm.model.Ap6.2481	I
evm.model.Ap6.2482	I
evm.model.Ap6.2483	A
evm.model.Ap6.792	S
evm.model.Ap6.797	S
evm.model.Ap6.799	S
evm.model.Ap6.245	Z
evm.model.Ap6.241	-
evm.model.Ap6.240	J
evm.model.Ap6.1114	O
evm.model.Ap6.1111	T
evm.model.Ap6.1110	S
evm.model.Ap6.3184	P
evm.model.Ap6.3185	S
evm.model.Ap6.3183	O
evm.model.Ap6.3189	U
evm.model.Ap6.1966	-
evm.model.Ap6.1960	Z
evm.model.Ap6.1968	L
evm.model.Ap6.3239	T
evm.model.Ap6.3234	J
evm.model.Ap6.3235	C
evm.model.Ap6.3236	-
evm.model.Ap6.3237	S
evm.model.Ap6.3230	O
evm.model.Ap6.3231	I
evm.model.Ap6.3232	S
evm.model.Ap6.919.1.5f15de03	-
evm.model.Ap6.919	-
evm.model.Ap6.913	U
evm.model.Ap6.912	U
evm.model.Ap6.911	U
evm.model.Ap6.915	T
evm.model.Ap6.914	U
evm.model.Ap6.2850	KT
evm.model.Ap6.2859	S
evm.model.Ap6.2145	O
evm.model.Ap6.2144	HQ
evm.model.Ap6.2147	U
evm.model.Ap6.2146	T
evm.model.Ap6.2140	T
evm.model.Ap6.2142	S
evm.model.Ap6.2149	G
evm.model.Ap6.2148	K
evm.model.Ap6.1607	S
evm.model.Ap6.1606	L
evm.model.Ap6.1604	Q
evm.model.Ap6.1602	K
evm.model.Ap6.1601	K
evm.model.Ap6.1600	K
evm.model.Ap6.1609	Q
evm.model.Ap6.719	S
evm.model.Ap6.710	D
evm.model.Ap6.2408	O
evm.model.Ap6.2409	I
evm.model.Ap6.31	K
evm.model.Ap6.30	O
evm.model.Ap6.33	G
evm.model.Ap6.32	J
evm.model.Ap6.35	U
evm.model.Ap6.34	G
evm.model.Ap6.36	O
evm.model.Ap6.3108	-
evm.model.Ap6.3106	S
evm.model.Ap6.3104	U
evm.model.Ap6.3105	S
evm.model.Ap6.3102	TU
evm.model.Ap6.3103	TU
evm.model.Ap6.3101	C
evm.model.Ap6.1414	O
evm.model.Ap6.1413	T
evm.model.Ap6.1411	J
evm.model.Ap6.1419	K
evm.model.Ap6.993	-
evm.model.Ap6.990	T
evm.model.Ap6.995	S
evm.model.Ap6.999	O
evm.model.Ap6.2233	S
evm.model.Ap6.2231	Q
evm.model.Ap6.2230	Q
evm.model.Ap6.2238	E
evm.model.Ap6.528	S
evm.model.Ap6.529	U
evm.model.Ap6.527	J
evm.model.Ap6.967_evm.model.Ap6.970	J
evm.model.Ap6.1258	E
evm.model.Ap6.1259	E
evm.model.Ap6.1253	E
evm.model.Ap6.1254	E
evm.model.Ap6.1255	E
evm.model.Ap6.1257	E
evm.model.Ap6.2192_evm.model.Ap6.2188	S
evm.model.Ap6.327.1.5f15dca4	I
evm.model.Ap6.321	T
evm.model.Ap6.818	O
evm.model.Ap6.819	O
evm.model.Ap6.816	O
evm.model.Ap6.814	O
evm.model.Ap6.815	O
evm.model.Ap6.813	O
evm.model.Ap6.810	O
evm.model.Ap6.811	O
evm.model.Ap6.2068	S
evm.model.Ap6.1297_evm.model.Ap6.1298	E
evm.model.Ap6.2125	KLO
evm.model.Ap6.139	-
evm.model.Ap6.133	-
evm.model.Ap6.132	T
evm.model.Ap6.1812	S
evm.model.Ap6.1813	O
evm.model.Ap6.1810	S
evm.model.Ap6.1816	T
evm.model.Ap6.1814	T
evm.model.Ap6.1815	T
evm.model.Ap6.2927	-
evm.model.Ap6.2926	S
evm.model.Ap6.2925	Z
evm.model.Ap6.2929	S
evm.model.Ap6.2928	BK
evm.model.Ap6.972_evm.model.Ap6.974	E
evm.model.Ap6.1764	K
evm.model.Ap6.1765	U
evm.model.Ap6.1767	-
evm.model.Ap6.1494	S
evm.model.Ap6.1492	G
evm.model.Ap6.1493	S
evm.model.Ap6.1490	L
evm.model.Ap6.1491	G
evm.model.Ap6.617	-
evm.model.Ap6.610	-
evm.model.Ap6.613	-
evm.model.Ap6.2880	S
evm.model.Ap6.2881	S
evm.model.Ap6.2882	F
evm.model.Ap6.2883	S
evm.model.Ap6.2886	S
evm.model.Ap6.2887	S
evm.model.Ap6.2888	S
evm.model.Ap6.2889	S
evm.model.Ap6.2776	L
evm.model.Ap6.2777	E
evm.model.Ap6.2774	E
evm.model.Ap6.2770	-
evm.model.Ap6.43	T
evm.model.Ap6.9.1.5f15dc03	BT
evm.model.Ap6.9	BT
evm.model.Ap6.8	O
evm.model.Ap6.7	A
evm.model.Ap6.5	L
evm.model.Ap6.4	S
evm.model.Ap6.2	S
evm.model.Ap6.1	S
evm.model.Ap6.1511	E
evm.model.Ap6.1514	P
evm.model.Ap6.1514.1.5f15df6c	P
evm.model.Ap6.896	O
evm.model.Ap6.897	U
evm.model.Ap6.894	U
evm.model.Ap6.895	K
evm.model.Ap6.893	U
evm.model.Ap6.890	U
evm.model.Ap6.891	U
evm.model.Ap6.2578	G
evm.model.Ap6.2579	G
evm.model.Ap6.2573	J
evm.model.Ap6.2574	W
evm.model.Ap6.2575	T
evm.model.Ap6.2576	E
evm.model.Ap6.2577	-
evm.model.Ap6.405	T
evm.model.Ap6.404	S
evm.model.Ap6.407	E
evm.model.Ap6.403	J
evm.model.Ap6.2348	S
evm.model.Ap6.1063	TV
evm.model.Ap6.1060	TV
evm.model.Ap6.1067	T
evm.model.Ap6.1064	S
evm.model.Ap6.1069	D
evm.model.Ap6.3032	D
evm.model.Ap6.3031	D
evm.model.Ap6.3038	T
evm.model.Ap6.3039	K
evm.model.Ap6.1893	S
evm.model.Ap6.1890	K
evm.model.Ap6.1896	S
evm.model.Ap6.1897	S
evm.model.Ap6.1895	S
evm.model.Ap6.1898	A
evm.model.Ap6.1899	E
evm.model.Ap6.1308	G
evm.model.Ap6.1303	TU
evm.model.Ap6.1301	E
evm.model.Ap6.1306	K
evm.model.Ap6.1307	G
evm.model.Ap6.1305	U
evm.model.Ap6.1305.1.5f15dee0	U
evm.model.Ap6.173	T
evm.model.Ap6.178	T
evm.model.Ap6.2303	AD
evm.model.Ap6.2306	T
evm.model.Ap6.2305	S
evm.model.Ap6.2304	I
evm.model.Ap6.238	S
evm.model.Ap6.238.1.5f15dc73	S
evm.model.Ap6.239	C
evm.model.Ap6.236	A
evm.model.Ap6.234	K
evm.model.Ap6.232	O
evm.model.Ap6.233	-
evm.model.Ap6.230	T
evm.model.Ap6.1919	BK
evm.model.Ap6.1918	W
evm.model.Ap6.1914	-
evm.model.Ap6.1912	S
evm.model.Ap6.1910	S
evm.model.Ap6.3205	G
evm.model.Ap6.3204	S
evm.model.Ap6.3207	S
evm.model.Ap6.3206	D
evm.model.Ap6.3201	S
evm.model.Ap6.3202	H
evm.model.Ap6.3209	K
evm.model.Ap6.2809	S
evm.model.Ap6.2801	J
evm.model.Ap6.2803	S
evm.model.Ap6.2807	E
evm.model.Ap6.2114	Q
evm.model.Ap6.2115	Q
evm.model.Ap6.1592	S
evm.model.Ap6.1590	O
evm.model.Ap6.1597	-
evm.model.Ap6.1596	J
evm.model.Ap6.1595	K
evm.model.Ap6.1599	U
evm.model.Ap6.1599.1.5f15df91	U
evm.model.Ap6.481	S
evm.model.Ap6.483	O
evm.model.Ap6.482	A
evm.model.Ap6.2639	O
evm.model.Ap6.2638	-
evm.model.Ap6.2632	T
evm.model.Ap6.2631	-
evm.model.Ap6.2630	C
evm.model.Ap6.2637	S
evm.model.Ap6.2636	S
evm.model.Ap6.2635	W
evm.model.Ap6.2634	-
evm.model.Ap6.1382	S
evm.model.Ap6.1381	T
evm.model.Ap6.1388	T
evm.model.Ap6.1389	T
evm.model.Ap6.2435	I
evm.model.Ap6.2437	DZ
evm.model.Ap6.2436	Z
evm.model.Ap6.2430	Z
evm.model.Ap6.2383	L
evm.model.Ap6.2382	U
evm.model.Ap6.2380	C
evm.model.Ap6.2387	L
evm.model.Ap6.2389	FP
evm.model.Ap6.2388	S
evm.model.Ap6.1144	S
evm.model.Ap6.1140	U
evm.model.Ap6.1142	I
evm.model.Ap6.1143	U
evm.model.Ap6.1148	T
evm.model.Ap6.1149	S
evm.model.Ap6.3177	J
evm.model.Ap6.3176	-
evm.model.Ap6.3175	C
evm.model.Ap6.3174	S
evm.model.Ap6.3173	S
evm.model.Ap6.3172	E
evm.model.Ap6.3171	DZ
evm.model.Ap6.3179	S
evm.model.Ap6.3178	J
evm.model.Ap6.1997	O
evm.model.Ap6.1995	O
evm.model.Ap6.1998	O
evm.model.Ap6.1467	S
evm.model.Ap6.1466	C
evm.model.Ap6.1465	P
evm.model.Ap6.1463	H
evm.model.Ap6.1462	K
evm.model.Ap6.1461	S
evm.model.Ap6.1460	A
evm.model.Ap6.968	-
evm.model.Ap6.969	S
evm.model.Ap6.961	S
evm.model.Ap6.966	IQ
evm.model.Ap6.964	IQ
evm.model.Ap6.3037	K
evm.model.Ap6.3035	P
evm.model.Ap6.571	T
evm.model.Ap6.570	T
evm.model.Ap6.573	T
evm.model.Ap6.575	T
evm.model.Ap6.579	O
evm.model.Ap6.2191	S
evm.model.Ap6.2196	T
evm.model.Ap6.2194	O
evm.model.Ap6.2195	Z
evm.model.Ap6.2198	KL
evm.model.Ap6.2199	J
evm.model.Ap6.1260	D
evm.model.Ap6.1263	S
evm.model.Ap6.1262	EG
evm.model.Ap6.1265	S
evm.model.Ap6.1264	S
evm.model.Ap6.1266	S
evm.model.Ap6.373	-
evm.model.Ap6.371	-
evm.model.Ap6.370	-
evm.model.Ap6.377	K
evm.model.Ap6.377.1.5f15dcc1	K
evm.model.Ap6.376	-
evm.model.Ap6.375	-
evm.model.Ap6.379	S
evm.model.Ap6.1302	TU
evm.model.Ap6.2017	S
evm.model.Ap6.1654.1.5f15dfae	KLT
evm.model.Ap6.1654	KLT
evm.model.Ap6.1654.1.5f15dfae.1.5f168cda	KLT
evm.model.Ap6.1657	S
evm.model.Ap6.1652	E
evm.model.Ap6.1653.1.5f15dfab	G
evm.model.Ap6.1653	G
evm.model.Ap6.1658	J
evm.model.Ap6.68	S
evm.model.Ap6.62	Z
evm.model.Ap6.63	S
evm.model.Ap6.60	S
evm.model.Ap6.61.1.5f15dc22	T
evm.model.Ap6.61	T
evm.model.Ap6.66	E
evm.model.Ap6.2426	S
evm.model.Ap6.2427.1.5f15e0d8	F
evm.model.Ap6.2427	F
evm.model.Ap6.2424	Z
evm.model.Ap6.2422	W
evm.model.Ap6.2421	W
evm.model.Ap6.1751	L
evm.model.Ap6.1752	L
evm.model.Ap6.1754	S
evm.model.Ap6.1756.1.5f15dfe1	S
evm.model.Ap6.1756	S
evm.model.Ap6.1759	-
evm.model.Ap6.642	T
evm.model.Ap6.640	E
evm.model.Ap6.644	T
evm.model.Ap6.649.1.5f15dd83	L
evm.model.Ap6.649	L
evm.model.Ap6.2265	E
evm.model.Ap6.2267	Q
evm.model.Ap6.2260	OU
evm.model.Ap6.2707	O
evm.model.Ap6.2706	H
evm.model.Ap6.2704	T
evm.model.Ap6.1544	E
evm.model.Ap6.1546	-
evm.model.Ap6.1547	S
evm.model.Ap6.1548	S
evm.model.Ap6.846	K
evm.model.Ap6.841	S
evm.model.Ap6.843	Z
evm.model.Ap6.2540	OT
evm.model.Ap6.2543	OT
evm.model.Ap6.2549	T
evm.model.Ap6.2548	T
evm.model.Ap6.434	U
evm.model.Ap6.435	U
evm.model.Ap6.431	U
evm.model.Ap6.433	U
evm.model.Ap6.439	S
evm.model.Ap6.2097	-
evm.model.Ap6.2096	Q
evm.model.Ap6.2095	Q
evm.model.Ap6.2094	Q
evm.model.Ap6.2093	Q
evm.model.Ap6.2092	Q
evm.model.Ap6.2099	J
evm.model.Ap6.1038	T
evm.model.Ap6.1039	S
evm.model.Ap6.1030	L
evm.model.Ap6.1031	L
evm.model.Ap6.1032	O
evm.model.Ap6.1033	O
evm.model.Ap6.1034	O
evm.model.Ap6.1035	O
evm.model.Ap6.1037	O
evm.model.Ap6.1869	L
evm.model.Ap6.1868	G
evm.model.Ap6.1861	L
evm.model.Ap6.1860	-
evm.model.Ap6.1866	S
evm.model.Ap6.144	L
evm.model.Ap6.145	T
evm.model.Ap6.146	S
evm.model.Ap6.147	O
evm.model.Ap6.140	S
evm.model.Ap6.141	K
evm.model.Ap6.388	-
evm.model.Ap6.2976	S
evm.model.Ap6.2977	S
evm.model.Ap6.2972	-
evm.model.Ap6.2978	G
evm.model.Ap6.2359	U
evm.model.Ap6.2425	T
evm.model.Ap6.3252	S
evm.model.Ap6.3253	U
evm.model.Ap6.3250	O
evm.model.Ap6.2837	Z
evm.model.Ap6.2837.1.5f15e1b5	Z
evm.model.Ap6.2836	Z
evm.model.Ap6.2838	K
evm.model.Ap6.2787	J
evm.model.Ap6.2786	K
evm.model.Ap6.2785	M
evm.model.Ap6.2784	S
evm.model.Ap6.2783	S
evm.model.Ap6.2780	J
evm.model.Ap6.2789	S
evm.model.Ap6.2788	O
evm.model.Ap6.1470	S
evm.model.Ap6.1471	S
evm.model.Ap6.1472	S
evm.model.Ap6.1474	OU
evm.model.Ap6.2660	V
evm.model.Ap6.2661	Z
evm.model.Ap6.2663	G
evm.model.Ap6.2667	S
evm.model.Ap6.2669	S
evm.model.Ap6.1534_evm.model.Ap6.1537	A
evm.model.Ap6.1534_evm.model.Ap6.1537.1.5f168c87	A
evm.model.Ap6.3043	T
evm.model.Ap6.3042	K
evm.model.Ap6.3041	S
evm.model.Ap6.3047	-
evm.model.Ap6.3046	-
evm.model.Ap6.3044	O
evm.model.Ap6.3049	O
evm.model.Ap6.3048	A
evm.model.Ap6.1373	K
evm.model.Ap6.1370	G
evm.model.Ap6.1374	S
evm.model.Ap6.2461	S
evm.model.Ap6.2464	S
evm.model.Ap6.2468	K
evm.model.Ap6.2469	K
evm.model.Ap6.267	L
evm.model.Ap6.261	S
evm.model.Ap6.262	M
evm.model.Ap6.1175	G
evm.model.Ap6.1174	G
evm.model.Ap6.1177	T
evm.model.Ap6.1176	G
evm.model.Ap6.1171	E
evm.model.Ap6.1173	Q
evm.model.Ap6.930	T
evm.model.Ap6.935	P
evm.model.Ap6.549	S
evm.model.Ap6.540	I
evm.model.Ap6.541	I
evm.model.Ap6.542	I
evm.model.Ap6.543	I
evm.model.Ap6.544	G
evm.model.Ap6.545	I
evm.model.Ap6.546	I
evm.model.Ap6.547	I
evm.model.Ap6.2162	H
evm.model.Ap6.2160	S
evm.model.Ap6.383	T
evm.model.Ap6.1669	-
evm.model.Ap6.1665	V
evm.model.Ap6.1664	Q
evm.model.Ap6.1666	-
evm.model.Ap6.1663	Q
evm.model.Ap6.1662	TV
evm.model.Ap6.1089	-
evm.model.Ap6.1084	T
evm.model.Ap6.2762	-
evm.model.Ap13.3105	S
evm.model.Ap13.3107	S
evm.model.Ap13.3106.1.5f15e227	K
evm.model.Ap13.3106	K
evm.model.Ap13.3101	S
evm.model.Ap13.3109	E
evm.model.Ap13.3108.1.5f15e22c	K
evm.model.Ap13.3108	K
evm.model.Ap13.1334	S
evm.model.Ap13.1335	O
evm.model.Ap13.1337	J
evm.model.Ap13.1339	-
evm.model.Ap13.9	U
evm.model.Ap13.2	E
evm.model.Ap13.3	A
evm.model.Ap13.4	S
evm.model.Ap13.1225	T
evm.model.Ap13.1048_evm.model.Ap13.1047	S
evm.model.Ap13.1222	L
evm.model.Ap13.1223	Z
evm.model.Ap13.1077	S
evm.model.Ap13.1074	S
evm.model.Ap13.1073	-
evm.model.Ap13.646	S
evm.model.Ap13.645	B
evm.model.Ap13.642	S
evm.model.Ap13.641	S
evm.model.Ap13.648	TZ
evm.model.Ap13.2894	S
evm.model.Ap13.2890	-
evm.model.Ap13.2891	S
evm.model.Ap13.2892	E
evm.model.Ap13.2893	P
evm.model.Ap13.1270	OT
evm.model.Ap13.1273	T
evm.model.Ap13.1274	L
evm.model.Ap13.1278	OT
evm.model.Ap13.2469	DN
evm.model.Ap13.2461	G
evm.model.Ap13.2460	O
evm.model.Ap13.2463	A
evm.model.Ap13.2462	J
evm.model.Ap13.2280	I
evm.model.Ap13.2283	T
evm.model.Ap13.2282	T
evm.model.Ap13.2284	U
evm.model.Ap13.2286	I
evm.model.Ap13.2676_evm.model.Ap13.2695.1.5f168fdf	S
evm.model.Ap13.2676_evm.model.Ap13.2695	S
evm.model.Ap13.2918	T
evm.model.Ap13.1754	O
evm.model.Ap13.1752	G
evm.model.Ap13.1753.1.5f15dfd5	G
evm.model.Ap13.1753	G
evm.model.Ap13.1750	OT
evm.model.Ap13.1751	T
evm.model.Ap13.1758	T
evm.model.Ap13.2584	G
evm.model.Ap13.2585	G
evm.model.Ap13.2582	O
evm.model.Ap13.2583	S
evm.model.Ap13.2588	E
evm.model.Ap13.3181	L
evm.model.Ap13.3180	A
evm.model.Ap13.766_evm.model.Ap13.767	G
evm.model.Ap13.2634	K
evm.model.Ap13.2635	T
evm.model.Ap13.2633	TU
evm.model.Ap13.376	E
evm.model.Ap13.375	S
evm.model.Ap13.372	S
evm.model.Ap13.370	S
evm.model.Ap13.371	S
evm.model.Ap13.2038	O
evm.model.Ap13.2037	O
evm.model.Ap13.2034	O
evm.model.Ap13.2035	-
evm.model.Ap13.3026.1.5f15e1df	U
evm.model.Ap13.3026.2.5f15e1df	U
evm.model.Ap13.3026.3.5f15e1e0	U
evm.model.Ap13.3026	U
evm.model.Ap13.3025	O
evm.model.Ap13.3022	I
evm.model.Ap13.3023	S
evm.model.Ap13.3028	T
evm.model.Ap13.3029	T
evm.model.Ap13.2779	O
evm.model.Ap13.2778	O
evm.model.Ap13.2771	G
evm.model.Ap13.2773	S
evm.model.Ap13.2775	O
evm.model.Ap13.2774	S
evm.model.Ap13.49	M
evm.model.Ap13.48	O
evm.model.Ap13.47	S
evm.model.Ap13.46.1.5f15dbfa	T
evm.model.Ap13.46	T
evm.model.Ap13.45	T
evm.model.Ap13.44	E
evm.model.Ap13.44.1.5f15dbf9	E
evm.model.Ap13.43	J
evm.model.Ap13.42	C
evm.model.Ap13.41	S
evm.model.Ap13.40	T
evm.model.Ap13.126	E
evm.model.Ap13.125	E
evm.model.Ap13.125.1.5f15dc2c	E
evm.model.Ap13.124	E
evm.model.Ap13.120	K
evm.model.Ap13.129	J
evm.model.Ap13.2209	S
evm.model.Ap13.1955	E
evm.model.Ap13.1957	J
evm.model.Ap13.457	K
evm.model.Ap13.450	S
evm.model.Ap13.1428	E
evm.model.Ap13.1429	-
evm.model.Ap13.1420.1.5f15df2f	E
evm.model.Ap13.1420	E
evm.model.Ap13.1425	O
evm.model.Ap13.1426	E
evm.model.Ap13.2508	-
evm.model.Ap13.2506	G
evm.model.Ap13.2507	L
evm.model.Ap13.2504	K
evm.model.Ap13.2502	K
evm.model.Ap13.2500	-
evm.model.Ap13.2501	K
evm.model.Ap13.1853	-
evm.model.Ap13.1852	S
evm.model.Ap13.711.1.5f15dd83	G
evm.model.Ap13.711	G
evm.model.Ap13.713	S
evm.model.Ap13.1387	C
evm.model.Ap13.1386	O
evm.model.Ap13.1389	S
evm.model.Ap13.1388	S
evm.model.Ap13.1659	-
evm.model.Ap13.1651	E
evm.model.Ap13.1655	O
evm.model.Ap13.1654	O
evm.model.Ap13.822	T
evm.model.Ap13.823	S
evm.model.Ap13.826	L
evm.model.Ap13.827	U
evm.model.Ap13.827.1.5f15ddc0	U
evm.model.Ap13.828	S
evm.model.Ap13.2201_evm.model.Ap13.2213	G
evm.model.Ap13.2825	S
evm.model.Ap13.2822	EPT
evm.model.Ap13.2122	K
evm.model.Ap13.2123	G
evm.model.Ap13.2124	T
evm.model.Ap13.2125	S
evm.model.Ap13.2126	J
evm.model.Ap13.2127	S
evm.model.Ap13.989	F
evm.model.Ap13.988	S
evm.model.Ap13.984	T
evm.model.Ap13.987	J
evm.model.Ap13.986	T
evm.model.Ap13.983	S
evm.model.Ap13.982	Q
evm.model.Ap13.779	U
evm.model.Ap13.1839	T
evm.model.Ap13.2323	S
evm.model.Ap13.2326	O
evm.model.Ap13.2325	L
evm.model.Ap13.2329	O
evm.model.Ap13.790	P
evm.model.Ap13.791	P
evm.model.Ap13.795	I
evm.model.Ap13.796	S
evm.model.Ap13.797	O
evm.model.Ap13.799	AB
evm.model.Ap13.1141	T
evm.model.Ap13.1140	U
evm.model.Ap13.1140.1.5f15de5b	U
evm.model.Ap13.1146	L
evm.model.Ap13.1169	T
evm.model.Ap13.3159	J
evm.model.Ap13.3152.1.5f15e251	O
evm.model.Ap13.3152	O
evm.model.Ap13.3153	O
evm.model.Ap13.3150	S
evm.model.Ap13.3151	Z
evm.model.Ap13.3156	T
evm.model.Ap13.3154	P
evm.model.Ap13.3155	DTZ
evm.model.Ap13.552	K
evm.model.Ap13.550	S
evm.model.Ap13.556	C
evm.model.Ap13.557	J
evm.model.Ap13.554	-
evm.model.Ap13.555	S
evm.model.Ap13.558	G
evm.model.Ap13.1304	S
evm.model.Ap13.1306	E
evm.model.Ap13.1303	O
evm.model.Ap13.1302	T
evm.model.Ap13.699	IQ
evm.model.Ap13.696	T
evm.model.Ap13.691	OU
evm.model.Ap13.690	-
evm.model.Ap13.693	S
evm.model.Ap13.1519	S
evm.model.Ap13.1514	L
evm.model.Ap13.1515	S
evm.model.Ap13.1516	L
evm.model.Ap13.1517	T
evm.model.Ap13.1512	P
evm.model.Ap13.1513	C
evm.model.Ap13.2432	Q
evm.model.Ap13.2433	S
evm.model.Ap13.2430	Q
evm.model.Ap13.2431	Q
evm.model.Ap13.2436	Q
evm.model.Ap13.2437	Q
evm.model.Ap13.2435	S
evm.model.Ap13.2438	-
evm.model.Ap13.119	E
evm.model.Ap13.117	I
evm.model.Ap13.904	P
evm.model.Ap13.907	-
evm.model.Ap13.901	P
evm.model.Ap13.901.1.5f1689c2	P
evm.model.Ap13.901.1.5f15dde0	P
evm.model.Ap13.900	S
evm.model.Ap13.903	P
evm.model.Ap13.902	P
evm.model.Ap13.908	U
evm.model.Ap13.242.1.5f15dc65	T
evm.model.Ap13.242.2.5f15dc65	T
evm.model.Ap13.242.3.5f15dc66	T
evm.model.Ap13.242	T
evm.model.Ap13.240	L
evm.model.Ap13.241	S
evm.model.Ap13.247	M
evm.model.Ap13.1499	I
evm.model.Ap13.1498	S
evm.model.Ap13.1491	-
evm.model.Ap13.1490	O
evm.model.Ap13.1493	-
evm.model.Ap13.1492	-
evm.model.Ap13.1495	D
evm.model.Ap13.1494	-
evm.model.Ap13.1497	S
evm.model.Ap13.1496	K
evm.model.Ap13.1728	-
evm.model.Ap13.1727	S
evm.model.Ap13.1726	S
evm.model.Ap13.1725.1.5f15dfc4	T
evm.model.Ap13.1725	T
evm.model.Ap13.1722	A
evm.model.Ap13.1721	-
evm.model.Ap13.2605	G
evm.model.Ap13.2601	PT
evm.model.Ap13.2600	PT
evm.model.Ap13.2603	J
evm.model.Ap13.2602	S
evm.model.Ap13.2048	-
evm.model.Ap13.1020	I
evm.model.Ap13.1022	E
evm.model.Ap13.3013_evm.model.Ap13.3014	S
evm.model.Ap13.3059	Q
evm.model.Ap13.3058	Q
evm.model.Ap13.3055	O
evm.model.Ap13.3053	A
evm.model.Ap13.3052	Z
evm.model.Ap13.3051	S
evm.model.Ap13.3050	G
evm.model.Ap13.98	-
evm.model.Ap13.90	S
evm.model.Ap13.91	S
evm.model.Ap13.92	I
evm.model.Ap13.93	S
evm.model.Ap13.95	S
evm.model.Ap13.97	-
evm.model.Ap13.617	T
evm.model.Ap13.611	T
evm.model.Ap13.618	TV
evm.model.Ap13.1229	-
evm.model.Ap13.1226.1.5f15deaa	A
evm.model.Ap13.1226	A
evm.model.Ap13.1227.1.5f15dead	TU
evm.model.Ap13.1227	TU
evm.model.Ap13.1224	T
evm.model.Ap13.1220	C
evm.model.Ap13.1221	E
evm.model.Ap13.1595	-
evm.model.Ap13.1596	-
evm.model.Ap13.1592	S
evm.model.Ap13.1598	-
evm.model.Ap13.1599	G
evm.model.Ap13.150	S
evm.model.Ap13.1969	L
evm.model.Ap13.1965	T
evm.model.Ap13.1964	G
evm.model.Ap13.1966	T
evm.model.Ap13.1963	L
evm.model.Ap13.422	M
evm.model.Ap13.2944	E
evm.model.Ap13.2945	J
evm.model.Ap13.2942	T
evm.model.Ap13.2940	K
evm.model.Ap13.1410	S
evm.model.Ap13.1412	K
evm.model.Ap13.1417	S
evm.model.Ap13.1416	S
evm.model.Ap13.1418	S
evm.model.Ap13.2577	O
evm.model.Ap13.2573	B
evm.model.Ap13.2572	B
evm.model.Ap13.2571	B
evm.model.Ap13.2570	B
evm.model.Ap13.1886	B
evm.model.Ap13.1887	S
evm.model.Ap13.1884	S
evm.model.Ap13.1883	O
evm.model.Ap13.1880	S
evm.model.Ap13.1881	-
evm.model.Ap13.1888	S
evm.model.Ap13.1889	T
evm.model.Ap13.327	TV
evm.model.Ap13.326	S
evm.model.Ap13.321	F
evm.model.Ap13.320	I
evm.model.Ap13.587	T
evm.model.Ap13.586	M
evm.model.Ap13.589	O
evm.model.Ap13.1600	-
evm.model.Ap13.1601	-
evm.model.Ap13.1602	-
evm.model.Ap13.1603	S
evm.model.Ap13.1605	S
evm.model.Ap13.1608	S
evm.model.Ap13.1609	S
evm.model.Ap13.2726	S
evm.model.Ap13.2724	V
evm.model.Ap13.2725	S
evm.model.Ap13.2720	-
evm.model.Ap13.2721	-
evm.model.Ap13.2728	T
evm.model.Ap13.2729	L
evm.model.Ap13.11	U
evm.model.Ap13.12	M
evm.model.Ap13.13	Z
evm.model.Ap13.16	-
evm.model.Ap13.873	A
evm.model.Ap13.2911	O
evm.model.Ap13.2910	GK
evm.model.Ap13.2913	S
evm.model.Ap13.2912	S
evm.model.Ap13.2916	UY
evm.model.Ap13.2878	J
evm.model.Ap13.2872	S
evm.model.Ap13.2873	O
evm.model.Ap13.2870	O
evm.model.Ap13.2871	O
evm.model.Ap13.2876	I
evm.model.Ap13.2877	O
evm.model.Ap13.2874	PT
evm.model.Ap13.2875	CU
evm.model.Ap13.2110	-
evm.model.Ap13.2112	S
evm.model.Ap13.290	-
evm.model.Ap13.746	S
evm.model.Ap13.745	DTZ
evm.model.Ap13.744	I
evm.model.Ap13.743	O
evm.model.Ap13.740	S
evm.model.Ap13.749	L
evm.model.Ap13.748	L
evm.model.Ap13.1809	S
evm.model.Ap13.1806	S
evm.model.Ap13.1807	K
evm.model.Ap13.1803	S
evm.model.Ap13.1800	-
evm.model.Ap13.1801	T
evm.model.Ap13.1110	S
evm.model.Ap13.1111	S
evm.model.Ap13.1114	-
evm.model.Ap13.1117	L
evm.model.Ap13.1841	S
evm.model.Ap13.509	B
evm.model.Ap13.501	J
evm.model.Ap13.501.1.5f15dd04	J
evm.model.Ap13.500	Q
evm.model.Ap13.503	Z
evm.model.Ap13.502	S
